venue,address,country,latitude,longitude,humandate,humantime,startdate,enddate,instructor,helper,carpentry,curriculum,title,slug,flavor,eventbrite
Netherlands eScience Center,online,NA,NA,NA,"February 14 - 17, 2022",9:00 - 13:00 CET,2022-02-14T00:00:00Z,2022-02-17T00:00:00Z,"Sven van den Burg, Leon Oostrum, Hanno Spreeuw",Robin Richardson,ds,ds-cr,Code Refinery,2022-02-14-ds-cr,NA,NA
